p,VI,type,num_edge_error,num_edge,edge_error_rate,num_ans_error,ans_error_rate,num_ans
0.7000000000000001,1.1945063128187032,I_3,1,6,0.16666666666666666,1,0.5,2
0.7000000000000001,0.982334923387099,I_4,0,6,0.0,0,0.0,1
0.7000000000000001,0.9522708562150056,I_5,2,10,0.2,1,1.0,1
0.7000000000000001,1.4066777022503076,I_6,1,15,0.06666666666666667,1,1.0,1
0.7000000000000001,1.310783678099714,I_2,0,6,0.0,0,0.0,6
0.7000000000000001,1.618849091681912,I_3,2,6,0.3333333333333333,2,1.0,2
0.7000000000000001,1.2635589405457732,I_4,1,6,0.16666666666666666,1,1.0,1
0.7000000000000001,0.4620981203732969,I_5,0,10,0.0,0,0.0,1
0.7000000000000001,1.0986122886681096,I_6,4,15,0.26666666666666666,1,1.0,1
0.7000000000000001,1.6846790486604122,I_2,3,6,0.5,3,0.5,6
0.7000000000000001,1.7428177313009174,I_3,3,6,0.5,2,1.0,2
0.7000000000000001,1.5810937501718236,I_4,1,6,0.16666666666666666,1,1.0,1
0.7000000000000001,1.3766136350782143,I_5,2,10,0.2,1,1.0,1
0.7000000000000001,1.3766136350782143,I_6,1,15,0.06666666666666667,1,1.0,1
0.75,1.3107836780997142,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.75,1.4066777022503076,I_3,2,6,0.3333333333333333,2,1.0,2
0.75,1.1472815752647627,I_4,2,6,0.3333333333333333,1,1.0,1
0.75,1.3766136350782143,I_5,0,10,0.0,0,0.0,1
0.75,1.0986122886681098,I_6,0,15,0.0,0,0.0,1
0.75,1.4066777022503076,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
0.75,1.4347523177187196,I_3,1,6,0.16666666666666666,1,0.5,2
0.75,0.8864408992365055,I_4,0,6,0.0,0,0.0,1
0.75,1.618849091681912,I_5,4,10,0.4,1,1.0,1
0.75,0.46209812037329684,I_6,1,15,0.06666666666666667,1,1.0,1
0.75,1.5229550675313184,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
0.75,1.6846790486604122,I_3,4,6,0.6666666666666666,2,1.0,2
0.75,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.75,0.46209812037329684,I_5,3,10,0.3,1,1.0,1
0.75,1.0986122886681098,I_6,2,15,0.13333333333333333,1,1.0,1
0.75,1.6846790486604122,I_2,3,6,0.5,3,0.5,6
0.75,1.3107836780997142,I_3,0,6,0.0,0,0.0,2
0.75,1.1472815752647627,I_4,1,6,0.16666666666666666,1,1.0,1
0.75,0.9522708562150055,I_5,3,10,0.3,1,1.0,1
0.75,0.5860667599923023,I_6,2,15,0.13333333333333333,1,1.0,1
0.75,0.8660575581060884,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.75,1.5229550675313184,I_3,2,6,0.3333333333333333,1,0.5,2
0.75,1.684679048660412,I_4,3,6,0.5,1,1.0,1
0.75,0.6742695098049011,I_5,2,10,0.2,1,1.0,1
0.75,0.9522708562150056,I_6,2,15,0.13333333333333333,1,1.0,1
0.8,1.618849091681912,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
0.8,1.310783678099714,I_3,3,6,0.5,2,1.0,2
0.8,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.8,1.3107836780997142,I_5,0,10,0.0,0,0.0,1
0.8,0.9522708562150057,I_6,1,15,0.06666666666666667,1,1.0,1
0.8,1.618849091681912,I_2,3,6,0.5,3,0.5,6
0.8,0.9522708562150056,I_3,2,6,0.3333333333333333,1,0.5,2
0.8,1.5229550675313182,I_4,3,6,0.5,1,1.0,1
0.8,1.0986122886681096,I_5,1,10,0.1,1,1.0,1
0.8,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.8,0.9522708562150056,I_2,0,6,0.0,0,0.0,6
0.8,0.9522708562150056,I_3,0,6,0.0,0,0.0,2
0.8,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.8,0.9522708562150056,I_5,0,10,0.0,0,0.0,1
0.8,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.8,1.5229550675313184,I_2,0,6,0.0,0,0.0,6
0.8,1.5229550675313184,I_3,3,6,0.5,2,1.0,2
0.8,0.8660575581060885,I_4,0,6,0.0,0,0.0,1
0.8,1.147281575264763,I_5,1,10,0.1,1,1.0,1
0.8,1.0986122886681096,I_6,0,15,0.0,0,0.0,1
0.8,0.8864408992365055,I_2,0,6,0.0,0,0.0,6
0.8,1.0986122886681096,I_3,1,6,0.16666666666666666,1,0.5,2
0.8,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.8,1.310783678099714,I_5,1,10,0.1,1,1.0,1
0.8,1.5684016833794014,I_6,2,15,0.13333333333333333,1,1.0,1
0.8500000000000001,1.5229550675313184,I_2,0,6,0.0,0,0.0,6
0.8500000000000001,1.310783678099714,I_3,4,6,0.6666666666666666,2,1.0,2
0.8500000000000001,1.2635589405457732,I_4,0,6,0.0,0,0.0,1
0.8500000000000001,1.4066777022503074,I_5,2,10,0.2,1,1.0,1
0.8500000000000001,1.0986122886681098,I_6,0,15,0.0,0,0.0,1
0.8500000000000001,1.5229550675313182,I_2,0,6,0.0,0,0.0,6
0.8500000000000001,1.2635589405457732,I_3,0,6,0.0,0,0.0,2
0.8500000000000001,1.0104095388555108,I_4,0,6,0.0,0,0.0,1
0.8500000000000001,0.9522708562150055,I_5,0,10,0.0,0,0.0,1
0.8500000000000001,1.376613635078214,I_6,1,15,0.06666666666666667,1,1.0,1
0.8500000000000001,1.6846790486604122,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
0.8500000000000001,1.6846790486604122,I_3,2,6,0.3333333333333333,1,0.5,2
0.8500000000000001,0.5860667599923023,I_4,0,6,0.0,0,0.0,1
0.8500000000000001,1.376613635078214,I_5,3,10,0.3,1,1.0,1
0.8500000000000001,0.9522708562150055,I_6,2,15,0.13333333333333333,1,1.0,1
0.8500000000000001,1.618849091681912,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
0.8500000000000001,1.2635589405457732,I_3,0,6,0.0,0,0.0,2
0.8500000000000001,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.8500000000000001,1.4066777022503076,I_5,0,10,0.0,0,0.0,1
0.8500000000000001,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.8500000000000001,1.2635589405457732,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.8500000000000001,1.0104095388555108,I_3,2,6,0.3333333333333333,1,0.5,2
0.8500000000000001,0.9522708562150056,I_4,1,6,0.16666666666666666,1,1.0,1
0.8500000000000001,0.46209812037329684,I_5,0,10,0.0,0,0.0,1
0.8500000000000001,1.4066777022503074,I_6,4,15,0.26666666666666666,1,1.0,1
0.9,0.9522708562150056,I_2,0,6,0.0,0,0.0,6
0.9,1.3184749524377088,I_3,1,6,0.16666666666666666,1,0.5,2
0.9,1.3107836780997142,I_4,0,6,0.0,0,0.0,1
0.9,1.4066777022503076,I_5,0,10,0.0,0,0.0,1
0.9,0.9522708562150055,I_6,0,15,0.0,0,0.0,1
0.9,1.4347523177187196,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.9,1.5229550675313184,I_3,1,6,0.16666666666666666,1,0.5,2
0.9,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
0.9,0.9522708562150056,I_5,2,10,0.2,1,1.0,1
0.9,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.9,1.7147431158325057,I_2,3,6,0.5,3,0.5,6
0.9,1.376613635078214,I_3,0,6,0.0,0,0.0,2
0.9,0.5860667599923023,I_4,1,6,0.16666666666666666,1,1.0,1
0.9,1.0986122886681098,I_5,0,10,0.0,0,0.0,1
0.9,1.0986122886681098,I_6,0,15,0.0,0,0.0,1
0.9,1.376613635078214,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.9,1.5229550675313182,I_3,1,6,0.16666666666666666,1,0.5,2
0.9,1.5229550675313182,I_4,2,6,0.3333333333333333,1,1.0,1
0.9,1.2635589405457732,I_5,1,10,0.1,1,1.0,1
0.9,1.4066777022503076,I_6,2,15,0.13333333333333333,1,1.0,1
0.9,0.46209812037329684,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.9,1.5229550675313182,I_3,3,6,0.5,2,1.0,2
0.9,1.2635589405457732,I_4,0,6,0.0,0,0.0,1
0.9,0.9522708562150055,I_5,0,10,0.0,0,0.0,1
0.9,0.46209812037329684,I_6,0,15,0.0,0,0.0,1
0.95,1.4066777022503076,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.95,0.9522708562150055,I_3,2,6,0.3333333333333333,1,0.5,2
0.95,1.4066777022503074,I_4,1,6,0.16666666666666666,1,1.0,1
0.95,1.1945063128187035,I_5,0,10,0.0,0,0.0,1
0.95,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.95,1.0986122886681096,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.95,1.0986122886681096,I_3,0,6,0.0,0,0.0,2
0.95,1.0986122886681098,I_4,0,6,0.0,0,0.0,1
0.95,0.9522708562150056,I_5,0,10,0.0,0,0.0,1
0.95,0.9522708562150056,I_6,0,15,0.0,0,0.0,1
0.95,1.310783678099714,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.95,1.0986122886681096,I_3,0,6,0.0,0,0.0,2
0.95,1.3107836780997142,I_4,0,6,0.0,0,0.0,1
0.95,1.0986122886681096,I_5,2,10,0.2,1,1.0,1
0.95,0.6742695098049011,I_6,0,15,0.0,0,0.0,1
0.95,1.5684016833794014,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
0.95,0.982334923387099,I_3,0,6,0.0,0,0.0,2
0.95,0.8864408992365055,I_4,1,6,0.16666666666666666,1,1.0,1
0.95,0.9522708562150056,I_5,0,10,0.0,0,0.0,1
0.95,1.0986122886681098,I_6,0,15,0.0,0,0.0,1
0.95,0.9522708562150056,I_2,0,6,0.0,0,0.0,6
0.95,1.310783678099714,I_3,2,6,0.3333333333333333,1,0.5,2
0.95,0.9522708562150056,I_4,0,6,0.0,0,0.0,1
0.95,0.6742695098049011,I_5,0,10,0.0,0,0.0,1
0.95,0.9522708562150056,I_6,2,15,0.13333333333333333,1,1.0,1
1.0,1.4347523177187196,I_2,0,6,0.0,0,0.0,6
1.0,1.4066777022503074,I_3,1,6,0.16666666666666666,1,0.5,2
1.0,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
1.0,1.5684016833794014,I_5,0,10,0.0,0,0.0,1
1.0,1.0986122886681096,I_6,0,15,0.0,0,0.0,1
1.0,1.2635589405457732,I_2,2,6,0.3333333333333333,2,0.3333333333333333,6
1.0,1.3107836780997142,I_3,0,6,0.0,0,0.0,2
1.0,1.2635589405457732,I_4,2,6,0.3333333333333333,1,1.0,1
1.0,1.3766136350782143,I_5,0,10,0.0,0,0.0,1
1.0,0.9522708562150055,I_6,0,15,0.0,0,0.0,1
1.0,1.0986122886681098,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
1.0,1.5229550675313182,I_3,1,6,0.16666666666666666,1,0.5,2
1.0,0.9522708562150055,I_4,0,6,0.0,0,0.0,1
1.0,1.0986122886681098,I_5,2,10,0.2,1,1.0,1
1.0,0.9522708562150057,I_6,0,15,0.0,0,0.0,1
1.0,0.9522708562150056,I_2,1,6,0.16666666666666666,1,0.16666666666666666,6
1.0,1.9269145052641101,I_3,1,6,0.16666666666666666,1,0.5,2
1.0,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
1.0,1.0986122886681096,I_5,0,10,0.0,0,0.0,1
1.0,1.0986122886681098,I_6,0,15,0.0,0,0.0,1
1.0,1.3766136350782143,I_2,0,6,0.0,0,0.0,6
1.0,1.0986122886681096,I_3,0,6,0.0,0,0.0,2
1.0,1.0986122886681096,I_4,0,6,0.0,0,0.0,1
1.0,0.46209812037329684,I_5,0,10,0.0,0,0.0,1
1.0,0.6742695098049012,I_6,0,15,0.0,0,0.0,1
